73,Private,74452.0,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,>50K
37,Local-gov,362570.0,HS-grad,9,Divorced,Prof-specialty,Not-in-family,Black,Female,5178,0,36,United-States,<=50K
26,Private,411353.0,11th,7,Never-married,Sales,Own-child,White,Female,0,0,15,United-States,<=50K
28,Self-emp-inc,252210.0,10th,6,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K
25,Private,197168.0,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Male,0,0,45,United-States,<=50K
35,Private,42097.0,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
34,Local-gov,143610.0,Bachelors,13,Never-married,Adm-clerical,Other-relative,White,Female,0,0,20,United-States,<=50K
80,Private,329099.0,Bachelors,13,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
42,Private,341857.0,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
22,Private,276097.0,Bachelors,13,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
43,Private,152762.0,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
46,Private,343925.0,11th,7,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
52,Private,106655.0,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States,>50K
54,Local-gov,67928.0,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,48,United-States,<=50K
75,Private,278673.0,HS-grad,9,Married-civ-spouse,?,Husband,Black,Male,0,0,25,Mexico,<=50K
39,Self-emp-inc,104349.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,40,Philippines,>50K
51,Private,373745.0,7th-8th,4,Never-married,Craft-repair,Own-child,White,Female,0,0,30,Canada,<=50K
57,Self-emp-not-inc,158260.0,Assoc-voc,11,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,40,United-States,>50K
